City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Fare,PF,2022-01-20 17:59:20,-16.7,-151.0167,80.96,78,100,20.98
278,Dogondoutchi,NE,2022-01-20 17:59:20,13.6393,4.0287,71.31,14,0,9.84
279,Port-Cartier,CA,2022-01-20 17:59:21,50.0334,-66.8654,10.74,71,78,11.59
280,Kuytun,RU,2022-01-20 17:59:21,54.3419,101.5036,-6.27,100,99,0.38
281,Okha,RU,2022-01-20 17:59:21,53.5739,142.9478,-0.85,92,100,16.55
282,Arlit,NE,2022-01-20 17:59:21,18.7369,7.3853,64.94,18,0,7.65
283,Thompson,CA,2022-01-20 17:56:37,55.7435,-97.8558,-18.24,76,75,6.91
284,Totness,SR,2022-01-20 17:59:22,5.8833,-56.3167,81.63,75,60,9.31
285,Chadan,RU,2022-01-20 17:59:22,51.2833,91.5833,4.23,97,100,2.42
286,Kautokeino,NO,2022-01-20 17:59:22,69.0125,23.0412,23.23,76,35,22.7
287,Isla Vista,US,2022-01-20 17:59:23,34.4133,-119.861,72.34,52,0,2.86
288,Clyde River,CA,2022-01-20 17:57:16,70.4692,-68.5914,-0.17,85,100,5.75
289,Disna,BY,2022-01-20 17:59:23,55.568,28.1971,27.3,85,92,16.11
290,Husavik,IS,2022-01-20 17:57:10,66.0449,-17.3389,46.31,86,100,16.44
291,Rocha,UY,2022-01-20 17:59:23,-34.4833,-54.3333,82.11,76,95,12.21
292,Tomakomai,JP,2022-01-20 17:59:24,42.6369,141.6033,12.16,92,20,5.75
293,Vila,PT,2022-01-20 17:59:24,42.0304,-8.1588,43.68,81,4,4.5
294,Hofn,IS,2022-01-20 17:58:10,64.2539,-15.2082,42.82,81,75,5.75
295,Port Macquarie,AU,2022-01-20 17:57:57,-31.4333,152.9167,64.36,75,100,11.65
296,Salvacion,PH,2022-01-20 17:59:24,7.9833,126.1333,71.02,95,95,0.72
297,Fostoria,US,2022-01-20 17:59:25,41.157,-83.4169,21.16,75,93,7.0
298,Zelenoborskiy,RU,2022-01-20 17:59:25,66.845,32.3622,8.28,95,99,4.52
299,Portland,US,2022-01-20 17:56:42,45.5234,-122.6762,55.56,93,100,4.0
300,Marawi,PH,2022-01-20 17:59:25,7.9986,124.2928,64.65,92,96,2.15
301,Ucluelet,CA,2022-01-20 17:59:26,48.9329,-125.5528,46.09,94,99,5.99
302,Bilibino,RU,2022-01-20 17:59:26,68.0546,166.4372,-30.17,86,6,3.67
303,Asfi,MA,2022-01-20 17:59:26,32.2994,-9.2372,61.63,64,100,7.7
304,Matadi,CD,2022-01-20 17:59:26,-5.8167,13.45,81.52,72,39,4.61
305,Merauke,ID,2022-01-20 17:59:27,-8.4667,140.3333,77.54,88,97,6.04
306,La Arena,PE,2022-01-20 17:59:27,-5.3466,-80.7109,90.41,35,16,14.14
307,Port Elizabeth,ZA,2022-01-20 17:59:27,-33.918,25.5701,76.1,88,75,17.27
308,Hilton Head Island,US,2022-01-20 17:55:02,32.2163,-80.7526,72.0,58,0,9.22
309,Uyuni,BO,2022-01-20 17:59:27,-20.4597,-66.825,59.04,49,96,8.86
310,Port Blair,IN,2022-01-20 17:59:28,11.6667,92.75,75.24,94,40,0.0
311,Bredasdorp,ZA,2022-01-20 17:59:28,-34.5322,20.0403,69.12,64,0,10.36
312,Okoneshnikovo,RU,2022-01-20 17:59:28,54.8377,75.0834,-4.22,99,68,5.46
313,Dalvik,IS,2022-01-20 17:59:28,65.9702,-18.5286,46.33,86,100,19.6
314,Faya,SA,2022-01-20 17:58:07,18.3851,42.4509,55.51,79,5,2.86
315,Hami,CN,2022-01-20 17:59:29,42.8,93.45,28.27,41,100,3.71
316,Taltal,CL,2022-01-20 17:59:29,-25.4,-70.4833,70.81,72,46,9.6
317,Tshikapa,CD,2022-01-20 17:59:29,-6.4167,20.8,74.73,84,84,3.44
318,Porto Novo,BJ,2022-01-20 17:59:29,6.4965,2.6036,84.02,46,41,6.98
319,Tevaitoa,PF,2022-01-20 17:59:30,-16.7833,-151.5,81.16,77,100,22.15
320,Shache,CN,2022-01-20 17:59:30,38.4167,77.2406,34.72,31,0,5.64
321,Dhidhdhoo,MV,2022-01-20 18:00:30,6.8833,73.1,81.27,67,37,9.42
322,Katobu,ID,2022-01-20 18:00:31,-4.9408,122.5276,76.23,88,100,10.92
323,Narsaq,GL,2022-01-20 18:00:31,60.9167,-46.05,32.22,95,100,14.14
324,Honningsvag,NO,2022-01-20 18:00:31,70.9821,25.9704,33.55,80,100,33.38
325,Timizart,DZ,2022-01-20 18:00:32,36.8,4.2667,45.64,87,32,2.71
326,Linxia,CN,2022-01-20 18:00:32,35.6003,103.2064,29.64,69,69,1.63
327,Bor,RU,2022-01-20 18:00:32,56.3567,44.0669,19.33,86,99,13.98
328,Douglas,US,2022-01-20 18:00:33,41.3,-96.167,12.38,59,0,1.99
329,Luena,AO,2022-01-20 18:00:33,-11.7833,19.9167,64.42,81,79,1.74
330,Santa Isabel Do Rio Negro,BR,2022-01-20 18:00:33,-0.4139,-65.0192,90.41,51,83,5.86
331,Huangzhai,CN,2022-01-20 18:00:34,38.0751,112.6595,25.21,76,72,3.58
332,Tondano,ID,2022-01-20 18:00:34,1.3038,124.9112,68.09,95,99,2.04
333,Azangaro,PE,2022-01-20 18:00:34,-14.9167,-70.2167,57.67,45,89,2.53
334,Lubaczow,PL,2022-01-20 18:00:35,50.157,23.1234,29.28,73,99,19.84
335,Sanski Most,BA,2022-01-20 18:00:35,44.7653,16.6656,36.88,99,90,3.11
336,Grand Gaube,MU,2022-01-20 18:00:35,-20.0064,57.6608,81.37,88,51,5.01
337,San Patricio,US,2022-01-20 17:57:34,28.017,-97.5169,44.69,47,100,20.6
338,Tiksi,RU,2022-01-20 18:00:36,71.6872,128.8694,-6.48,85,100,14.29
339,Jaguey Grande,CU,2022-01-20 18:00:36,22.5269,-81.1286,86.68,48,14,4.12
340,Farim,GW,2022-01-20 18:00:36,12.4839,-15.2217,98.02,11,30,3.89
341,Kaka,TM,2022-01-20 18:00:37,37.3482,59.6143,43.07,41,0,5.28
342,Kryvyy Rih,UA,2022-01-20 18:00:37,47.9167,33.35,30.15,88,58,10.69
343,Juneau,US,2022-01-20 17:57:14,58.3019,-134.4197,37.85,98,100,4.72
344,La Palma,US,2022-01-20 18:00:38,33.8464,-118.0467,74.66,56,0,1.01
345,Rio Gallegos,AR,2022-01-20 18:00:38,-51.6226,-69.2181,69.15,43,52,18.66
346,Aguadilla,PR,2022-01-20 18:00:39,18.4275,-67.1541,85.93,74,18,7.0
347,Belyy Yar,RU,2022-01-20 18:00:39,53.6039,91.3903,-7.71,97,75,2.24
348,Cravo Norte,CO,2022-01-20 18:00:39,6.3017,-70.2041,96.4,28,72,10.58
349,Muromtsevo,RU,2022-01-20 18:00:39,56.3724,75.2418,3.63,98,98,4.92
350,Kavali,IN,2022-01-20 18:00:40,14.9167,79.9833,72.41,77,59,7.07
351,Norman Wells,CA,2022-01-20 17:56:33,65.282,-126.8329,-12.96,70,100,14.97
352,Srednekolymsk,RU,2022-01-20 18:00:40,67.45,153.6833,-40.43,99,40,2.68
353,Lorengau,PG,2022-01-20 17:57:56,-2.0226,147.2712,81.27,76,100,9.53
354,Souillac,MU,2022-01-20 17:57:18,-20.5167,57.5167,81.36,89,40,4.61
355,Saint-Pierre,RE,2022-01-20 18:00:08,-21.3393,55.4781,80.24,88,40,1.14
356,Haverfordwest,GB,2022-01-20 18:00:41,51.8017,-4.9691,42.17,79,34,8.72
357,Pontian Kecil,MY,2022-01-20 18:00:41,1.4801,103.3899,77.27,88,9,7.47
358,Saint-Georges,GD,2022-01-20 18:00:07,12.0564,-61.7485,79.93,69,9,15.52
359,Pontiac,US,2022-01-20 18:00:41,42.6389,-83.2911,20.82,61,100,6.91
360,Amuntai,ID,2022-01-20 18:00:41,-2.4177,115.2494,73.0,99,100,2.44
361,Aranos,NA,2022-01-20 17:56:37,-24.1333,19.1167,80.89,38,99,9.69
362,Along,IN,2022-01-20 18:00:42,28.1667,94.7667,52.56,59,87,1.23
363,Bulungu,CD,2022-01-20 18:00:42,-4.55,18.6,75.24,79,85,2.84
364,Odweyne,SO,2022-01-20 18:00:43,9.4092,45.064,66.78,63,38,14.72
365,Chapais,CA,2022-01-20 18:00:43,49.7834,-74.8492,-15.02,88,91,8.37
366,Dunda,TZ,2022-01-20 18:00:43,-8.1167,34.25,67.64,83,94,7.43
367,Lovozero,RU,2022-01-20 17:59:08,68.005,35.0117,8.82,72,94,4.65
368,Terrace Bay,CA,2022-01-20 17:58:17,48.7834,-87.1,-9.78,84,58,6.31
369,Lindsay,US,2022-01-20 18:01:44,36.203,-119.0882,70.0,86,0,3.15
370,Tilichiki,RU,2022-01-20 18:01:44,60.4667,166.1,-18.27,82,6,8.79
371,Muroto,JP,2022-01-20 18:01:44,33.2833,134.15,42.06,56,16,13.53
372,Leua,SK,2022-01-20 18:01:44,48.2156,18.6071,34.75,62,92,12.57
373,Elban,RU,2022-01-20 18:01:45,50.1018,136.5094,-16.29,100,81,2.91
374,Ahipara,NZ,2022-01-20 18:01:45,-35.1667,173.1667,61.86,67,98,7.65
375,Garoua Boulai,CM,2022-01-20 18:01:45,5.8833,14.55,73.33,25,77,5.61
376,Biak,ID,2022-01-20 18:01:46,-0.9131,122.8766,76.21,83,100,2.57
377,Bayburt,TR,2022-01-20 17:58:31,40.2589,40.2278,1.04,97,92,3.02
378,Sudak,UA,2022-01-20 18:01:46,44.85,34.9667,38.66,76,43,16.96
379,Burkburnett,US,2022-01-20 18:01:46,34.0979,-98.5706,26.35,35,75,4.0
380,Medea,DZ,2022-01-20 18:01:47,36.2642,2.7539,43.25,80,60,4.23
381,Palana,RU,2022-01-20 18:01:47,59.1167,159.9667,-1.75,90,4,7.05
382,Ericeira,PT,2022-01-20 18:01:47,38.9627,-9.4156,59.79,83,0,6.8
383,Saint George,US,2022-01-20 18:00:48,37.1041,-113.5841,49.62,44,0,1.01
384,Cukai,MY,2022-01-20 18:01:47,4.25,103.4167,74.3,87,82,5.5
385,Cumberland,US,2022-01-20 18:01:48,35.0502,-78.8664,54.16,73,100,4.0
386,Pedernales,DO,2022-01-20 18:01:48,18.0384,-71.744,84.38,55,4,8.72
387,San Carlos,VE,2022-01-20 18:01:48,9.6612,-68.5827,95.25,30,34,5.7
388,Turukhansk,RU,2022-01-20 18:01:49,65.8167,87.9833,7.05,96,100,11.5
389,Fortuna,US,2022-01-20 17:57:53,40.5982,-124.1573,51.33,95,0,1.01
390,Ino,JP,2022-01-20 18:01:49,33.55,133.4333,32.7,77,25,5.88
391,Callaway,US,2022-01-20 18:01:49,30.153,-85.5699,58.17,94,100,13.8
392,Shihezi,CN,2022-01-20 18:01:13,44.3,86.0333,22.06,97,100,3.96
393,Satipo,PE,2022-01-20 18:01:50,-11.2522,-74.6386,86.49,55,87,3.06
394,Saint Anthony,US,2022-01-20 18:01:50,45.0205,-93.218,0.28,63,0,1.01
395,Houma,US,2022-01-20 17:59:56,29.5958,-90.7195,46.99,96,100,15.55
396,Alexandria,EG,2022-01-20 18:01:50,31.2156,29.9553,54.9,49,89,5.75
397,Loucna Nad Desnou,CZ,2022-01-20 18:01:51,50.0743,17.0905,27.0,85,56,7.43
398,Mwinilunga,ZM,2022-01-20 18:01:51,-11.7358,24.4293,62.38,97,76,2.95
399,Suleja,NG,2022-01-20 18:01:51,9.1758,7.1808,84.72,17,77,0.98
400,Chuy,UY,2022-01-20 18:01:51,-33.6971,-53.4616,83.75,71,37,12.71
401,Kadipur,IN,2022-01-20 18:01:52,26.1667,82.3833,53.8,59,40,3.04
402,Brae,GB,2022-01-20 17:58:23,60.3964,-1.353,42.71,70,98,18.34
403,Vardo,NO,2022-01-20 17:57:58,70.3705,31.1107,26.8,93,20,9.22
404,Tancitaro,MX,2022-01-20 18:01:52,19.3333,-102.3667,68.09,30,89,5.14
405,Zagora,MA,2022-01-20 18:01:53,30.3484,-5.8365,56.07,30,99,7.11
406,Santa Marta De Tormes,ES,2022-01-20 18:01:53,40.9506,-5.6272,42.82,74,20,2.3
407,Bayangol,RU,2022-01-20 18:01:53,50.6977,103.4656,-1.73,100,94,3.0
408,Lobez,PL,2022-01-20 18:01:54,53.6392,15.6213,35.31,81,64,15.82
409,Angoche,MZ,2022-01-20 18:01:54,-16.2325,39.9086,77.34,82,14,9.57
410,Rabat,MA,2022-01-20 17:57:36,33.9911,-6.8401,60.21,74,70,4.61
411,Chokurdakh,RU,2022-01-20 18:01:55,70.6333,147.9167,-32.6,96,57,7.38
412,The Pas,CA,2022-01-20 18:01:55,53.8251,-101.2541,-1.71,77,8,11.16
413,Nhulunbuy,AU,2022-01-20 18:01:20,-12.2333,136.7667,79.41,94,75,3.44
414,Korla,CN,2022-01-20 17:58:26,41.7597,86.1469,29.55,47,100,6.89
415,Takaka,NZ,2022-01-20 18:02:56,-40.85,172.8,55.98,82,34,3.69
416,Quincy,US,2022-01-20 18:02:45,42.2529,-71.0023,37.51,85,100,1.01
417,Yangliuqing,CN,2022-01-20 18:02:56,39.1375,116.9997,22.95,71,7,2.42
418,Cap-Aux-Meules,CA,2022-01-20 18:02:56,47.3821,-61.8597,26.11,82,100,22.68
419,Aitape,PG,2022-01-20 18:02:57,-3.1374,142.3475,77.04,90,100,1.68
420,Sao Joao Da Barra,BR,2022-01-20 18:01:11,-21.6403,-41.0511,79.07,80,16,11.16
421,Bozuyuk,TR,2022-01-20 18:02:57,39.9078,30.0367,23.34,80,1,7.11
422,Nikolayevka,RU,2022-01-20 18:02:57,53.1257,47.2041,21.06,91,100,9.8
423,Huanren,CN,2022-01-20 18:02:58,41.2647,125.3667,-0.08,97,5,2.71
424,Balkhash,KZ,2022-01-20 18:02:58,46.844,74.9804,19.2,94,100,14.7
425,Puerto Colombia,CO,2022-01-20 18:02:58,10.9878,-74.9547,83.05,70,12,19.26
426,Moerai,PF,2022-01-20 18:02:58,-22.4333,-151.3333,79.3,70,100,17.25
427,Eskil,TR,2022-01-20 18:02:59,38.4017,33.4131,14.68,85,6,9.62
428,Mananjary,MG,2022-01-20 18:02:59,-21.2167,48.3333,74.43,83,100,7.25
429,Camacha,PT,2022-01-20 18:02:59,33.0833,-16.3333,63.36,55,20,24.16
430,Vidim,RU,2022-01-20 18:02:59,56.4088,103.1106,-5.04,100,49,2.08
431,Talara,PE,2022-01-20 18:03:00,-4.5772,-81.2719,77.34,66,39,19.44
432,Lensk,RU,2022-01-20 18:03:00,60.7253,114.9278,5.94,96,99,5.17
433,Mugur-Aksy,RU,2022-01-20 18:03:00,50.35,90.5,-0.69,97,78,7.31
434,Arvika,SE,2022-01-20 18:03:01,59.6553,12.5852,30.81,44,10,15.97
435,Guhagar,IN,2022-01-20 18:03:01,17.4842,73.1929,70.29,67,6,6.06
436,Poya,NC,2022-01-20 18:03:01,-21.35,165.15,76.8,88,30,6.08
437,Westport,US,2022-01-20 18:03:02,41.1415,-73.3579,35.15,70,100,1.01
438,Little Current,CA,2022-01-20 18:03:02,45.9793,-81.9248,-1.59,71,5,5.08
439,Tautira,PF,2022-01-20 18:03:02,-17.7333,-149.15,82.42,77,100,21.05
440,Lampa,CL,2022-01-20 18:03:03,-33.2833,-70.9,82.08,21,0,11.5
441,Kununurra,AU,2022-01-20 18:03:03,-15.7667,128.7333,80.58,89,75,4.61
442,Gabu,GW,2022-01-20 18:03:03,12.2833,-14.2167,97.27,10,37,6.22
443,Manokwari,ID,2022-01-20 18:03:04,-0.8667,134.0833,77.83,85,100,4.59
444,Minamiashigara,JP,2022-01-20 18:03:04,35.3193,139.099,36.46,50,12,5.41
445,Ifakara,TZ,2022-01-20 18:03:04,-8.1333,36.6833,72.68,97,83,6.2
446,Flinders,AU,2022-01-20 18:03:05,-34.5833,150.8552,64.8,86,100,1.99
447,Tomatlan,MX,2022-01-20 18:03:05,19.9333,-105.25,85.1,26,99,3.85
448,Buta,CD,2022-01-20 18:03:05,2.7858,24.73,75.92,44,65,2.86
449,Touros,BR,2022-01-20 18:03:05,-5.1989,-35.4608,88.7,60,10,15.08
450,Porto Walter,BR,2022-01-20 18:03:06,-8.2686,-72.7439,84.81,71,100,2.13
451,Auki,SB,2022-01-20 18:03:06,-8.7676,160.7034,76.71,92,100,6.67
452,Denizli,TR,2022-01-20 18:03:06,37.8402,29.0698,23.85,52,0,3.33
453,Waingapu,ID,2022-01-20 18:03:07,-9.6567,120.2641,77.74,87,98,8.52
454,Miri,MY,2022-01-20 18:03:07,4.4148,114.0089,75.67,91,99,1.34
455,Den Helder,NL,2022-01-20 18:03:07,52.9599,4.7593,39.18,81,75,14.0
456,Carutapera,BR,2022-01-20 18:03:07,-1.195,-46.02,84.9,68,25,8.39
457,Belmonte,BR,2022-01-20 18:03:08,-15.8631,-38.8828,84.7,65,26,9.28
458,Pila,PL,2022-01-20 18:03:08,53.1515,16.7378,31.1,58,36,12.5
459,Yatou,CN,2022-01-20 18:03:08,37.15,122.3833,25.5,61,2,5.14
460,Komsomolskiy,UZ,2022-01-20 18:04:09,40.4272,71.7189,36.82,61,1,1.9
461,Nome,US,2022-01-20 18:04:09,64.5011,-165.4064,3.27,72,100,9.22
462,Dok Kham Tai,TH,2022-01-20 18:04:09,19.1624,99.9934,62.55,90,32,2.06
463,Bani,DO,2022-01-20 18:04:09,18.2833,-70.3333,89.04,52,5,16.22
464,Bara,NG,2022-01-20 18:04:10,10.3744,10.7288,71.06,24,45,8.01
465,Nyurba,RU,2022-01-20 18:04:10,63.2842,118.3319,-1.53,99,98,5.3
466,Hostotipaquillo,MX,2022-01-20 18:04:10,21.0667,-104.0667,75.56,20,100,1.05
467,Naze,JP,2022-01-20 18:04:10,28.3667,129.4833,53.02,64,78,11.45
468,North Bend,US,2022-01-20 18:04:11,43.4065,-124.2243,54.25,98,100,3.44
469,Kargasok,RU,2022-01-20 18:04:11,59.0556,80.8572,11.52,95,82,6.2
470,Zhigalovo,RU,2022-01-20 18:04:11,54.8097,105.1578,-6.99,100,99,0.49
471,Lukovetskiy,RU,2022-01-20 18:04:12,64.2956,41.9211,33.78,98,100,8.95
472,Oppdal,NO,2022-01-20 18:04:12,62.5943,9.6912,23.09,94,100,20.0
473,San Juan,AR,2022-01-20 18:04:12,-31.5375,-68.5364,87.15,27,0,3.24
474,Chernyshevskiy,RU,2022-01-20 18:04:12,63.0128,112.4714,-9.76,100,100,3.44
475,Brezovo,BG,2022-01-20 18:04:13,42.35,25.0833,40.19,58,0,1.74
476,Fairbanks,US,2022-01-20 18:00:02,64.8378,-147.7164,-5.4,77,41,4.65
477,Vanimo,PG,2022-01-20 18:04:13,-2.6741,141.3028,76.64,90,96,3.62
478,Tongchuan,CN,2022-01-20 18:04:13,35.0806,109.0897,28.99,80,100,4.79
479,Teguise,ES,2022-01-20 18:04:14,29.0605,-13.564,62.82,63,0,11.5
480,Mayskiy,RU,2022-01-20 18:04:14,47.6931,40.1025,24.44,94,62,6.87
481,Bila Krynytsya,UA,2022-01-20 18:04:14,50.6398,29.4704,32.56,90,100,11.56
482,Denpasar,ID,2022-01-20 18:02:09,-8.65,115.2167,78.46,88,75,27.63
483,San Policarpo,PH,2022-01-20 18:04:14,12.1791,125.5072,77.79,82,99,8.55
484,Kloulklubed,PW,2022-01-20 18:04:15,7.0419,134.2556,81.28,80,94,12.46
485,Palu,ID,2022-01-20 18:04:15,-0.8917,119.8707,74.66,96,100,2.26
486,Portarlington,IE,2022-01-20 18:04:15,53.1622,-7.1911,43.29,80,69,2.8
487,Arman,RU,2022-01-20 18:04:16,59.7,150.1667,-5.01,75,14,7.4
488,Airai,TL,2022-01-20 18:04:16,-8.9266,125.4092,61.03,99,100,3.44
489,Abu Dhabi,AE,2022-01-20 18:00:01,24.4667,54.3667,69.96,64,34,1.01
490,San Martin,AR,2022-01-20 18:04:16,-33.081,-68.4681,86.83,29,7,9.69
491,Aksu,CN,2022-01-20 18:04:17,41.1231,80.2644,26.58,45,0,3.18
492,Djenne,ML,2022-01-20 18:04:17,13.9061,-4.5533,80.73,11,0,9.64
493,Mount Gambier,AU,2022-01-20 18:04:17,-37.8333,140.7667,61.66,47,0,5.57
494,Bloomfield,US,2022-01-20 18:04:02,40.8068,-74.1854,34.92,75,100,4.0
495,Tabou,CI,2022-01-20 18:04:17,4.423,-7.3528,81.75,71,16,6.55
496,Ahmadpur,IN,2022-01-20 18:04:18,18.7,76.9333,72.64,35,2,6.91
497,Sheltozero,RU,2022-01-20 18:04:18,61.3667,35.3667,31.15,98,100,10.13
498,Huarmey,PE,2022-01-20 18:04:18,-10.0681,-78.1522,77.92,72,35,15.73
499,Vila Velha,BR,2022-01-20 18:04:18,-20.3297,-40.2925,85.95,71,0,5.99
500,Bodden Town,KY,2022-01-20 18:03:17,19.2833,-81.25,86.0,66,40,5.75
501,Sangar,RU,2022-01-20 18:04:19,63.9242,127.4739,-29.7,94,99,7.0
502,Ayan,RU,2022-01-20 18:04:19,56.45,138.1667,-4.43,79,32,7.31
503,Durant,US,2022-01-20 18:04:19,33.994,-96.3708,32.32,41,0,18.41
504,Baykit,RU,2022-01-20 18:04:20,61.67,96.37,9.84,97,99,2.73
505,Monze,ZM,2022-01-20 18:04:20,-16.2833,27.4833,64.71,87,87,4.03
506,Tsabong,BW,2022-01-20 18:05:20,-26.0217,22.401,85.84,35,94,7.58
507,Tosya,TR,2022-01-20 18:05:21,41.0155,34.0401,17.37,82,13,4.76
508,Rimbey,CA,2022-01-20 18:05:21,52.6334,-114.2353,31.84,80,100,5.14
509,Yarim,YE,2022-01-20 18:05:21,14.298,44.3779,54.64,70,51,1.54
510,Umuarama,BR,2022-01-20 18:05:21,-23.7664,-53.325,95.23,28,21,7.52
511,Poplar Bluff,US,2022-01-20 18:05:22,36.757,-90.3929,22.59,58,0,10.36
512,Nichinan,JP,2022-01-20 18:05:22,31.6,131.3667,40.69,75,70,10.0
513,Puerto Parra,CO,2022-01-20 18:05:22,6.6515,-74.0573,92.62,51,80,2.44
514,Talavera De La Reina,ES,2022-01-20 18:05:23,39.9635,-4.8308,44.24,65,0,3.89
515,Vestmanna,FO,2022-01-20 18:05:23,62.1564,-7.1664,41.92,93,100,19.57
516,Vega Baja,PR,2022-01-20 18:05:23,18.4444,-66.3877,85.77,77,36,5.01
517,Ishigaki,JP,2022-01-20 18:05:24,24.3448,124.1572,66.85,67,92,21.18
518,Olonets,RU,2022-01-20 18:05:24,60.9847,32.9698,31.86,98,100,8.55
519,Gizo,SB,2022-01-20 18:05:24,-8.103,156.8419,79.7,82,100,4.68
520,Maldonado,UY,2022-01-20 18:02:10,-34.6667,-54.9167,80.22,71,97,13.65
521,San Andres,CO,2022-01-20 18:05:25,12.5847,-81.7006,80.83,75,14,19.8
522,Trat,TH,2022-01-20 18:05:25,12.5,102.5,71.19,87,15,1.28
523,Moose Factory,CA,2022-01-20 18:05:25,51.2585,-80.6094,-8.66,86,56,10.02
524,Pauini,BR,2022-01-20 18:05:25,-7.7136,-66.9764,89.35,60,95,2.1
525,Jozefow,PL,2022-01-20 18:05:26,52.1371,21.2359,30.9,86,75,19.57
526,Luebo,CD,2022-01-20 18:05:26,-5.35,21.4167,77.04,73,86,0.43
527,Pokhara,NP,2022-01-20 18:03:02,28.2333,83.9833,51.35,60,91,4.32
528,Ende,ID,2022-01-20 18:05:26,-8.8432,121.6623,77.04,85,100,7.56
529,Puerto Quijarro,BO,2022-01-20 18:05:27,-17.7833,-57.7667,97.7,33,98,5.03
530,Liverpool,GB,2022-01-20 18:02:27,53.4106,-2.9779,38.98,79,0,1.01
531,Taunton,GB,2022-01-20 18:03:51,51.0211,-3.1047,40.46,76,15,1.01
532,Mityana,UG,2022-01-20 18:05:27,0.4175,32.0228,66.06,72,96,1.39
533,Bac Lieu,VN,2022-01-20 18:05:27,9.285,105.7244,75.22,82,50,11.48
534,Qui Nhon,VN,2022-01-20 18:05:28,13.7667,109.2333,68.65,88,74,8.05
535,Dauphin,CA,2022-01-20 18:05:28,51.1494,-100.0502,0.91,75,10,9.26
536,Balvi,LV,2022-01-20 18:05:28,57.1313,27.2658,27.52,89,99,15.23
537,Keelung,TW,2022-01-20 18:03:13,25.1283,121.7419,64.4,83,100,15.35
538,Port Hardy,CA,2022-01-20 18:05:28,50.6996,-127.4199,44.76,90,100,8.37
539,Kandrian,PG,2022-01-20 18:05:29,-6.2167,149.55,76.53,91,100,3.87
540,Bambous Virieux,MU,2022-01-20 18:05:29,-20.3428,57.7575,81.21,94,40,6.91
541,Chara,RU,2022-01-20 18:05:29,56.9064,118.2631,-13.81,67,3,1.81
542,Uusikaupunki,FI,2022-01-20 18:04:35,60.8004,21.4084,27.12,71,98,22.55
543,Kon Tum,VN,2022-01-20 18:05:30,14.35,108.0,59.31,97,39,2.62
544,Qaqortoq,GL,2022-01-20 18:05:30,60.7167,-46.0333,32.5,90,100,21.14
545,Bar Harbor,US,2022-01-20 18:05:30,44.3876,-68.2039,29.98,61,100,8.99
546,Scottsbluff,US,2022-01-20 18:05:30,41.8666,-103.6672,25.81,73,0,0.0
547,Makakilo City,US,2022-01-20 18:05:31,21.3469,-158.0858,73.72,83,0,5.75
548,Najran,SA,2022-01-20 18:03:54,17.4924,44.1277,68.86,41,10,4.94
549,Seguin,US,2022-01-20 18:04:11,29.5688,-97.9647,38.48,47,100,7.0
550,Ciudad Bolivar,VE,2022-01-20 18:05:31,8.1222,-63.5497,86.54,52,86,11.48
551,Vrangel,RU,2022-01-20 18:05:31,42.7297,133.0839,9.18,65,0,16.6
552,Necochea,AR,2022-01-20 18:05:32,-38.5473,-58.7368,72.03,78,100,17.76
553,Wattegama,LK,2022-01-20 18:06:32,6.7989,81.4808,68.56,81,96,3.6
554,Shkurinskaya,RU,2022-01-20 18:06:32,46.5858,39.3599,25.81,85,44,6.38
555,Rodney,CA,2022-01-20 18:06:33,42.5668,-81.6831,17.83,64,93,8.37
